,物料代码_加密,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211_Q2,202211_Q10,202211_Q25,202211_Q50,202211_Q75,202211_Q90,202211_Q98,202212_Q2,202212_Q10,202212_Q25,202212_Q50,202212_Q75,202212_Q90,202212_Q98
10,03588D80CEFC829E425D29ECDB41AA64,2.376,0.96,8.26032,2.61792,0.88128,6.48,3.03264,2.22912,1.607042,3.564,2.92896,1.566172,0.75168,3.08448,2.695682,2.04768,1.01088,2.592,0.677808,0.5344832,1.381604,1.3201984,0.4052670896053314,0.3633139431476593,0.8481841683387756,0.8970613479614258,1.3177720308303833,1.9029324054718018,3.828413963317871,0.4401988387107849,0.38695600628852844,0.8778541684150696,0.890082836151123,1.2224881649017334,1.7546449899673462,3.7428786754608154
11,0383613B9E8830AD4EAE73BB29CEEB4F,0.5782,0.1298,7.85084,1.643976,3.790164,4.192776,4.84272,2.816424,1.08324,2.03904,2.051785,1.287144,0.688176,1.121472,1.694952,0.624456,0.560736,1.758672,0.841104,0.513582,1.304384,0.835392,0.16330480575561523,0.2048540860414505,0.47258198261260986,0.5566823482513428,0.798397421836853,1.3078657388687134,3.545438528060913,0.18316656351089478,0.21434852480888367,0.4946254789829254,0.5550540685653687,0.7285370230674744,1.1729120016098022,3.422586441040039
12,0386425E86140BFA53DAD9157A261B24,5.95968,2.88,22.026239,10.3,15.456,12.48,4.512,12.21224,21.216,17.856,9.792,10.176,3.188241,8.271999,10.08,3.936,7.104,4.80384,1.632,4.608,4.7655988,3.7903974,1.069617748260498,1.4520890712738037,3.6862435340881348,4.339743614196777,5.534821033477783,7.720560550689697,14.508674621582031,1.3180480003356934,1.5956860780715942,3.868989944458008,4.337100982666016,5.208662986755371,7.205136299133301,14.169276237487793
13,03AB30567A09BEA55158E5769AB4805E,0.070226,0.014786,0.070229,0.051744,0.092401,0.092402,0.240243,0.06653,0.022178,0.029568,0.036961,0.022179,0.007393,0.014786,0.018482,0.003696,0.014785,0.025874,0.018481,0.0073927,0.0170016,0.024948,0.0053831832483410835,0.006939090322703123,0.01116672158241272,0.012865643948316574,0.01775951124727726,0.028761612251400948,0.08024891465902328,0.005775840487331152,0.007120397873222828,0.011261365376412868,0.01244411338120699,0.01623106189072132,0.02559977024793625,0.0745127946138382
14,03BBD180DF4F21C9666080741712F447,0.183202,0.041636,0.451784,0.218605,0.172805,0.074947,0.339364,0.045801,0.068699,0.408066,0.24567,0.231098,0.064537,0.091604,0.137409,0.118672,0.043722,0.091605,0.037476,0.024984,0.098688,0.2066388,0.029639776796102524,0.0335233174264431,0.05105387419462204,0.056354135274887085,0.07066597044467926,0.0993976965546608,0.24627886712551117,0.0315161757171154,0.03440989926457405,0.05240113288164139,0.055687036365270615,0.06622098386287689,0.09083808213472366,0.2329927384853363
15,0414492761F885F2FBD379D1A6CBBD7A,0.219337,0.045232,0.264445,0.173976,0.257746,0.383396,0.206196,0.283519,0.296405,0.167537,0.122431,0.141757,0.135317,0.070878,0.128871,0.051549,0.057992,0.026034,0.012887,0.1353144,0.2000801,0.1604487,0.03223345801234245,0.03251506760716438,0.05490449070930481,0.0581718273460865,0.08111351728439331,0.11408817768096924,0.2456658035516739,0.03447249159216881,0.033623382449150085,0.05580807477235794,0.05651583895087242,0.07466236501932144,0.10283922404050827,0.23153364658355713
16,047427BF131042AB7DF78C307FF0906D,4.193427,0.856498,19.613851,12.590555,11.699733,6.655004,7.75121,2.638022,6.954777,8.933294,14.569069,5.875589,1.438927,1.319007,3.477387,2.338247,3.657253,2.098426,1.199102,1.6877349,2.7579266,0.9652711,0.15433211624622345,0.2183619737625122,1.2052026987075806,1.5799560546875,2.622431755065918,4.518506050109863,10.302369117736816,0.20073102414608002,0.2473648339509964,1.3195600509643555,1.5778402090072632,2.3629283905029297,4.097438335418701,10.027509689331055
17,04783C72B7CA5C4FE64A5F74BFD0F8F1,19.279,9.425,31.6355,9.88,4.56625,5.395,1.31625,4.16975,7.1565,20.41,15.42775,14.58925,11.8625,14.768,12.935,4.615,3.705,3.51,2.99,4.8932,8.444492,0.538198,0.30673468112945557,0.5235864520072937,2.9676308631896973,3.6557838916778564,5.311884880065918,8.090078353881836,16.583030700683594,0.44766896963119507,0.6183491945266724,3.1613755226135254,3.6462290287017822,4.878133773803711,7.437570095062256,16.148677825927734
18,04902043001CFEDD55FE8742DF87FB86,38.338556,9.066238,106.598011,51.583219,42.093215,84.321358,50.014076,67.345918,82.94111799999999,150.79968000000002,120.326398,62.343357999999995,34.65504,50.111993999999996,104.627518,49.576317,62.078399000000005,54.19384,41.572871,15.633472000000001,1.686636,11.2674244,11.75246810913086,15.831554412841797,30.607009887695312,34.847713470458984,41.790199279785156,53.96796417236328,94.69375610351562,14.077862739562988,16.97051239013672,31.618270874023438,34.798255920410156,39.75286102294922,50.637367248535156,92.4605712890625
19,04A1F955A8EFA204DC89D6E3C185F171,2.419416,0.44971,3.199603,0.934272,0.842516,2.064174,1.242715,2.715558,1.348026,1.621849,1.642912,1.26378,1.305906,0.610825,1.011022,0.379134,0.610827,0.63189,0.714034,0.8288199,0.702438,0.605549,0.38920795917510986,0.42842474579811096,0.6170912981033325,0.6589610576629639,0.7861155271530151,1.0065549612045288,1.9145094156265259,0.4073960483074188,0.43622443079948425,0.6293652653694153,0.6587170958518982,0.7535638809204102,0.9521858096122742,1.866424322128296
20,04BC0E517AC832FA9CFDEB44BCF9F8EC,0.190082,0.062728,0.228105,0.257658,0.158984,0.183523,0.222924,0.191815,0.231565,0.146889,0.174535,0.117509,0.074307,0.126149,0.055297,0.096773,0.119238,0.084677,0.074308,0.0328339,0.036462,0.1487867,0.055447351187467575,0.05029447004199028,0.07388478517532349,0.08052625507116318,0.09520883113145828,0.12096387892961502,0.18243397772312164,0.05758756399154663,0.05098361149430275,0.0744905173778534,0.07898698002099991,0.0906563326716423,0.114362433552742,0.17541523277759552
21,04C8116DEB303E2BA5CC53ED1DE13FE6,1.53272,0.44302,2.57519,0.78744,0.225488,1.105,0.544001,1.363401,0.9894,0.89964,0.616896,0.531082,0.257041,0.128521,0.110161,0.12308,0.165241,0.348841,0.056915,0.03672,0.053428,0.0016,0.058083388954401016,0.06640009582042694,0.13043895363807678,0.14863117039203644,0.208684042096138,0.3468349874019623,1.099757194519043,0.06321977078914642,0.06833960115909576,0.13431784510612488,0.14652259647846222,0.190948024392128,0.3125207722187042,1.0400222539901733
22,054E0A48300499654424566E87590798,2.475221,1.577331,7.383208,2.8368,6.71376,6.739572,5.38992,8.912279,6.28824,3.518858,7.18656,3.38052,2.45856,0.63828,1.37112,0.18912,0.21276,1.32384,0.68627,1.4184,1.08744,0.897138,0.22467073798179626,0.26642829179763794,0.8164287805557251,1.0293445587158203,1.588733196258545,2.596315383911133,5.861611843109131,0.262999951839447,0.2815267741680145,0.8678412437438965,1.0168673992156982,1.4542542695999146,2.3618171215057373,5.6811203956604
23,05760F4168E80C3398ED8BFB6662B4F8,0.73062,0.07128,0.4752,0.60303,0.35925,0.526045,0.590199,1.013601,0.628689,1.039263,0.526045,1.141906,0.359252,0.166795,0.243777,0.474724,0.526046,0.179625,0.211702,0.3656664,0.855778,0.516418,0.14644822478294373,0.1597806215286255,0.22835735976696014,0.2461463212966919,0.295028418302536,0.3837971091270447,0.7752382755279541,0.15400156378746033,0.16352662444114685,0.23306570947170258,0.24456578493118286,0.28030285239219666,0.35816165804862976,0.746627151966095
24,05C397C96FB9954245E7FAC11E3F6FAA,0.033706,0.008426,0.067421,0.058992,0.063208,0.008427,0.004214,0.021068,0.021068,0.096919,0.025282,0.02107,0.029494,0.016856,0.008427,0.016855,0.016857,0.03371,0.008428,0.0505673,0.0145383,0.0193844,0.006271033547818661,0.0067578768357634544,0.010513246059417725,0.011331601068377495,0.014583293348550797,0.020650651305913925,0.04708680510520935,0.006611265707761049,0.006896418519318104,0.010716056451201439,0.011183609254658222,0.013774339109659195,0.019126465544104576,0.044672299176454544
25,05F030030589EF9447B9D462B8391EF4,0.773197,0.346606,1.413086,0.904159,0.748668,1.612519,1.180594,1.151797,1.814085,0.633486,0.835055,0.316744,0.51831,0.086385,0.51831,0.31674,0.05759,0.028795,0.087251,0.1526125,0.099342,0.033114,0.06623415648937225,0.08012509346008301,0.14986099302768707,0.16938957571983337,0.23215864598751068,0.3706161379814148,1.1824448108673096,0.07207037508487701,0.08233035355806351,0.15379537642002106,0.16739201545715332,0.2122153341770172,0.3331483006477356,1.119003176689148
26,061ABED1D284C03424DEB2A63F6E6328,0.180314,0.062549,0.523164,0.179377,0.148181,0.210574,0.233972,0.249568,0.202773,0.24957,0.124784,0.132583,0.062392,0.062391,0.06239,0.031197,0.023397,0.140383,0.077989,0.1481814,0.0951493,0.1349245,0.03902281075716019,0.04273717850446701,0.05914502963423729,0.06539345532655716,0.07580796629190445,0.10034097731113434,0.23759745061397552,0.041371624916791916,0.04381734877824783,0.06018650531768799,0.06519251316785812,0.07159595191478729,0.09294617176055908,0.2256104201078415
27,061B887609CA4A5751C175CCC01CC295,0.426383,0.07896,3.347904,1.040368,0.409324,0.886871,0.88687,0.85276,0.306996,2.11698,0.938042,0.511655,0.716318,1.756685,0.835705,0.049419,0.511656,0.938037,0.017055,0.0351344,0.0467948,0.4040488,0.04698077216744423,0.05980100855231285,0.1339724063873291,0.15600261092185974,0.23547272384166718,0.4243394732475281,1.5588003396987915,0.05256359279155731,0.0625041201710701,0.13857664167881012,0.15354512631893158,0.20985260605812073,0.3672238886356354,1.4669373035430908
28,066B346057E075C3D43E08578381434A,0.994,0.5054,10.34936,1.345681,2.44944,5.17104,6.065249,5.620105,5.8212,7.99848,5.987521,5.942161,2.585521,1.45152,2.373843,1.300321,2.056322,3.7053,2.075943,1.654902,2.503869,2.34741,0.4410342574119568,0.6014681458473206,1.1987805366516113,1.4862759113311768,1.9391127824783325,2.9889936447143555,6.105825901031494,0.4984148442745209,0.6372482776641846,1.2744715213775635,1.4970173835754395,1.8403626680374146,2.7532193660736084,5.967705726623535
29,067604136A5FCE19E723936B141711B8,6.65,0.175,7.525,0.91875,8.085001,5.145001,2.75625,3.491251,6.982503,6.688502,6.798753,6.275153,2.756255,2.205004,12.097899,0.551251,2.205001,1.635375,0.25725,4.014938,0.551251,0.2205005,0.3703307509422302,0.25149932503700256,1.1541043519973755,1.2620739936828613,2.207789182662964,3.469372272491455,6.53907585144043,0.440348356962204,0.27937525510787964,1.192649245262146,1.2165144681930542,1.9873687028884888,3.1645095348358154,6.338575839996338
30,072FBBEF76E7D619842917A7F03FB166,5.58,2.25,25.3854,14.6475,11.528998,16.9155,9.7335,16.821,20.601,25.6095,22.113,13.1355,5.5755,7.371,18.144,10.1115,7.2765,11.164219,1.2285,5.11245,6.3031536,6.0858138,1.8492751121520996,2.611769199371338,5.374405384063721,6.295496940612793,7.642576217651367,10.331055641174316,18.81724739074707,2.236631393432617,2.83284068107605,5.607737064361572,6.298966884613037,7.264986515045166,9.67502498626709,18.397308349609375
31,073187BADEE26C7CD6C087C242A9C071,3.426,0.945,11.687,23.23,23.325,29.85,4.735,6.51,9.565,10.175,16.37775,28.88414,0.025,0.74205,14.697335,19.909219,20.294153,20.559425,17.487503,14.107859,16.821328,12.997269,0.3763491213321686,0.822350263595581,4.423235893249512,5.543330669403076,7.736839294433594,11.645634651184082,22.0936279296875,0.6286419034004211,1.0263381004333496,4.71376895904541,5.483585834503174,7.149412155151367,10.678267478942871,21.470821380615234
32,07A2E53B2A02284EF37454215909850F,34.756799,13.832001,88.989058,75.477793,74.084088,93.33428,55.0368,73.4916,106.282592,129.432264,88.5612,53.2896,28.5012,35.49,72.1812,29.1564,36.8004,22.2768,15.5064,38.4329444,53.49708,24.3625192,10.348432540893555,13.765564918518066,27.27812957763672,31.132383346557617,37.40189743041992,48.631256103515625,86.23550415039062,12.432662963867188,14.912857055664062,28.21333122253418,31.15308380126953,35.55522537231445,45.63038635253906,84.29691314697266
33,07A8A2E3B9897C9CB00415671E810761,0.033738,0.033546,0.125115,0.04779,0.057347,0.062128,0.019116,0.028674,0.038231,0.009558,0.014335,0.028672,0.019115,0.014336,0.004778,0.028673,0.014335,0.009557,0.019114,0.0047792,0.0102752,0.0109922,0.0062739793211221695,0.007106955628842115,0.010589378885924816,0.011454762890934944,0.014176197350025177,0.01960277184844017,0.048203520476818085,0.0066275522112846375,0.007240010425448418,0.010744866915047169,0.011333520524203777,0.013303357176482677,0.018085923045873642,0.04556100070476532
34,07BA30CFFF61E97A9D30AB6F0F62CB86,0.02788,0.023238,0.023239,0.021383,0.037183,0.051125,0.031604,0.036531,0.03811,0.039041,0.031603,0.013013,0.017662,0.009294,0.004649,0.010225,0.006507,0.002788,0.009296,0.0139443,0.0130144,0.0234244,0.005066960118710995,0.005668714642524719,0.008358640596270561,0.009663847275078297,0.01174591388553381,0.01728988252580166,0.03735001012682915,0.005334510002285242,0.005734207574278116,0.00852085743099451,0.009501512162387371,0.011129304766654968,0.0160555150359869,0.035333480685949326
35,07DC20EB037F4148FB9B075813AEC617,0.556991,0.260599,0.850909,0.538223,0.833390000000001,0.373284,0.555582,0.633715,0.468777,0.390645,0.303833,0.329865,0.329879,0.399314,0.225702,0.086805,0.104169,0.112852,0.086806,0.2083413,0.4531558,0.1367269,0.10745784640312195,0.11414165794849396,0.16494910418987274,0.1748289167881012,0.21392054855823517,0.2814972698688507,0.5718587636947632,0.11238045245409012,0.11608095467090607,0.16752955317497253,0.1734902262687683,0.20377476513385773,0.2650561034679413,0.5510130524635315
36,08B5119531B58852B1E0C44ABBED363A,1.24432,0.7392,31.82865,9.696456,8.133048,22.045716,17.155908,10.844064,6.11226,9.114336,6.669432,8.19126,3.417876,3.9501,7.392924,2.153844,5.563404,7.792092,4.000827,4.594546,6.21595,3.566999,0.07479579001665115,0.1608649045228958,1.5132598876953125,2.2283968925476074,3.612981081008911,6.30421257019043,14.922548294067383,0.11423900723457336,0.1984671801328659,1.7080601453781128,2.23179030418396,3.243661880493164,5.64749813079834,14.502323150634766
37,08B6B773975451908AAC948CC5BC7B1F,0.289005,0.041049,2.463771,0.953181,2.704374,2.394036,2.261038,2.637867,2.150181,4.233897,1.928529,2.482704,1.418688,0.731517,0.532017,0.576333,0.266004,0.066503,0.133004,0.155832,0.662799,0.050982,0.07887445390224457,0.08334551006555557,0.2316226214170456,0.30476826429367065,0.46126118302345276,0.882958710193634,2.445772409439087,0.08734026551246643,0.08575954288244247,0.2415274828672409,0.2984539866447449,0.41795992851257324,0.7962633967399597,2.3411803245544434
38,08BED26C02AF3316AC7132BA44CE4748,0.849333,0.283542,1.2672610000000002,0.653745,0.449033,0.610798,0.5917049999999999,0.916189,0.606026,0.65374,0.696691,0.753953,0.491499,0.701464,0.348348,0.31971299999999997,0.257685,0.277436,0.372203,0.2375884,0.5339593,0.6115006,0.24450191855430603,0.25852635502815247,0.3283884823322296,0.3485322594642639,0.3931306302547455,0.47680264711380005,0.7825183272361755,0.2528785765171051,0.2621777355670929,0.33371731638908386,0.3469855785369873,0.3805738687515259,0.4564056396484375,0.7620998024940491
39,08F1157CA02EBDA5BEAD1913AC672EE3,0.99264,0.352001,2.991999,2.620798,2.603998,1.932,1.495199,2.251199,2.889597,2.066399,2.755199,2.5032,0.856798,1.679099,3.712795,0.907199,2.200798,0.4704,0.604799,1.7807993,1.1205588,0.676199,0.5612665414810181,0.6214961409568787,0.9278886914253235,0.9952024817466736,1.1958749294281006,1.5376347303390503,2.744380474090576,0.593049168586731,0.6360160708427429,0.9475587010383606,0.9919368624687195,1.1432236433029175,1.4522478580474854,2.676875591278076
40,09256DCCBE6BAA2DDDFD2756A8CBA395,0.497228,0.165741,0.441981,0.386733,0.441984,0.441983,0.331484,0.441983,0.220991,0.055248,0.165744,0.110496,0.165742,0.276238,0.110495,0.055248,0.165744,0.055248,0.331488,0.331487,0.4115983,0.12707,0.06772816181182861,0.07308986037969589,0.1069183498620987,0.11559119075536728,0.14146384596824646,0.19155074656009674,0.4016946256160736,0.0712469220161438,0.07447018474340439,0.10894370079040527,0.11440227180719376,0.1343095451593399,0.1790963113307953,0.384500116109848
41,0930D211CA4EA69742705F0F8DB36F6C,0.105267,0.01237,0.10081,0.043295,0.149678,0.03711,0.08659,0.092774,0.111331,0.03711,0.166995,0.197921,0.09896,0.01237,0.123699,0.105144,0.235029,0.049479,0.092775,0.0927758,0.0968783,0.0470054,0.023182373493909836,0.024089742451906204,0.03731556236743927,0.04081503301858902,0.05068809539079666,0.07026777416467667,0.15432029962539673,0.02453732118010521,0.024641351774334908,0.03783192113041878,0.04025110602378845,0.04754370078444481,0.0647544413805008,0.1463850438594818
42,0958CE0E8A4C024924388518D3704EB9,5.367482,0.77657,13.089521,2.108474,4.595905,13.365036,8.854435,6.774577,4.753232,9.596356,6.888702,7.786155,4.738415,4.386648,3.37157,0.885344,4.038589,3.613236,2.352784,3.954339,4.421199,4.839603,0.7693710923194885,0.9780144095420837,2.1727280616760254,2.565570831298828,3.269251823425293,4.490066051483154,8.59029483795166,0.9112720489501953,1.0568076372146606,2.2479748725891113,2.5370421409606934,3.031383991241455,4.130199909210205,8.341236114501953
43,09F3B096E81ADC0C223C35CD7D2373B1,0.008401,0.002401,0.007801,0.001799,0.0012,0.004801,0.010202,0.005401,0.002999,0.0012,0.006001,0.001201,0.0048,0.001802,0.002999,0.003002,0.0018,0.004801,0.003001,0.0047995,0.00138,0.0006909,0.0011947989696636796,0.0012806872837245464,0.0018056075787171721,0.001991013530641794,0.0023123696446418762,0.0030503494199365377,0.0060581243596971035,0.0012480923905968666,0.00129656249191612,0.001829896355047822,0.001967957243323326,0.0022052410058677197,0.0028645501006394625,0.005779922939836979
44,0A02D60D26A085346FF4577E8032F906,0.35429,0.026055,0.291767,0.354285,0.53716,0.709089,0.765876,0.640843,0.474113,0.349074,0.104201,0.171933,0.02605,0.15631,0.062523,0.031261,0.145882,0.521008,0.760678,1.0159523,0.8547016,0.4227839,0.036952368915081024,0.04138929024338722,0.07970964163541794,0.09490618109703064,0.13596035540103912,0.23265253007411957,0.6474732756614685,0.040189534425735474,0.04335211589932442,0.08230245113372803,0.0914706215262413,0.12293592840433121,0.20336364209651947,0.605082631111145
45,0A1D6DA6E786D205377B6529EA27147F,0.072733,0.004669,0.018561,0.015469,0.020109,0.010827,0.013921,0.023204,0.026293,0.02011,0.01856,0.018564,0.010827,0.012373,0.009281,0.007733,0.009281,0.009281,0.007734,0.0185618,0.0359657,0.0135357,0.005831408314406872,0.0063802823424339294,0.008515519089996815,0.00907986517995596,0.010597975924611092,0.013449595309793949,0.025039363652467728,0.0060788728296756744,0.006474432535469532,0.008616160601377487,0.008984738029539585,0.010113051161170006,0.012640361674129963,0.02399906888604164
46,0A2CF6C3438EB4AC8C97341B0AD2686A,0.01893,0.083293,0.208231,0.102222,0.011358,0.003786,0.011357,0.026499,0.026503,0.015143,0.026504,0.037859,0.015144,0.01893,0.003786,0.007572,0.015145,0.003786,0.018929,0.0075716,0.0174154,0.0304763,0.0034829555079340935,0.004111668094992638,0.006756897084414959,0.007596803363412619,0.009912523441016674,0.014950286597013474,0.048826493322849274,0.0037627641577273607,0.004236947745084763,0.006940973922610283,0.007477649953216314,0.009124509058892727,0.013369427062571049,0.045195505023002625
47,0A31E19F2609629F43DC48C81A34C0B4,5.677109,1.63966,16.097787,3.45647,7.422281,11.569027,7.9698,10.01637,6.694634,7.774021,9.678144,5.797161,1.928332,3.432139,4.390322,0.563953,1.018752,2.280306,0.995176,2.944296,3.221756,1.478377,0.4001646339893341,0.5217102766036987,1.6009684801101685,1.9893286228179932,2.756829261779785,4.295882225036621,9.020393371582031,0.48006460070610046,0.5692261457443237,1.7129191160202026,1.994227647781372,2.5577895641326904,3.964669942855835,8.807585716247559
48,0A78F194695A3B297975DC91B7534A7F,0.255919,0.152242,0.459659,0.45792,0.316224,0.393554,0.479519,0.704158,0.768958,0.717984,0.691199,0.712799,0.50112,0.470879,0.35424,0.1728,0.25488,0.181611,0.14688,1.0973626,1.0266419,0.9393691,0.15751740336418152,0.1711336225271225,0.22865651547908783,0.2508249282836914,0.2892725169658661,0.369965136051178,0.6821772456169128,0.16455049812793732,0.1744469404220581,0.23447474837303162,0.2490910291671753,0.2780112624168396,0.3487396538257599,0.6598118543624878
49,0A7C6F75A727B1E4449AAF687CE47954,7.011,0.615,1.4514,5.72688,0.486092,1.611792,1.048944,1.969912,2.663912,1.085814,11.205784,0.773988,0.570918,1.458274,0.87633,0.425524,0.844272,0.076754,0.511664,0.281408,0.5075235,0.617862,0.03712182492017746,0.054378658533096313,0.2069297581911087,0.27050334215164185,0.498344749212265,1.1387271881103516,4.263913631439209,0.044082168489694595,0.05772856995463371,0.2211952656507492,0.2670416235923767,0.42735689878463745,0.9680255651473999,4.084531307220459
50,0AB441BF80310848DB41F9B9621E4422,97.488,15.192,96.624,35.04384,34.66944,59.1552,138.75264,118.23552,80.346644,108.35136,138.60288,35.49312,6.81408,8.46144,242.68638,32.64768,37.21536,77.57568,20.44224,51.251612,56.145632,57.95534,5.926140147494152e-07,2.905857763835229e-05,15.95266342163086,24.53387451171875,35.0822868347168,58.191688537597656,121.54492950439453,1.926799086504616e-05,0.00020242900063749403,17.817138671875,24.630401611328125,31.95388412475586,52.75654602050781,118.3045425415039
51,0ADB0A1A3771C43F340ED733C9B40CCE,1.971551,0.485881,3.756105,1.026852,1.328315,1.103725,1.457758,1.845588,2.769468,1.790733,1.282121,1.465456,0.731405,0.649131,0.850383,0.338271,0.484555,0.70452,0.813684,0.7728853,0.3561012,0.9851072,0.35850581526756287,0.39273330569267273,0.577354371547699,0.6225468516349792,0.7472602128982544,0.9804604053497314,1.925502896308899,0.37660160660743713,0.4013606905937195,0.5910581946372986,0.622403621673584,0.7146387696266174,0.9241719245910645,1.8755465745925903
